,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399
233,90,79,90,69,46,65,82,40,40,30,99,49,35,65,98,42,33,88,36,52,60,4,96,79,16,11,54,4,6,98,52,38,29,11,10,52,31,93,41,2,74,75,82,96,51,60,83,37,39,43,1,55,27,98,85,54,28,60,44,54,64,77,96,44,2,96,68,71,74,70,38,57,45,59,20,2,52,5,38,19,87,59,24,11,97,57,54,67,17,49,87,77,33,69,54,11,14,79,66,99,60,31,29,7,5,67,90,62,68,15,18,39,44,33,74,40,66,48,5,25,31,55,26,51,5,46,61,71,2,14,57,35,80,25,7,63,9,97,78,58,21,20,18,82,29,90,65,89,28,95,17,20,98,35,67,16,23,96,88,51,99,82,82,53,96,76,30,11,15,93,44,37,10,88,2,42,75,97,63,4,47,30,49,91,17,86,12,1,77,20,76,15,96,18,66,80,88,81,15,32,59,86,20,23,31,79,41,80,53,84,23,47,88,43,63,28,71,33,47,20,12,20,11,87,42,82,68,94,3,30,2,55,10,50,38,43,96,82,45,82,38,51,58,83,53,10,82,55,45,88,1,71,2,5,84,68,87,87,59,2,5,35,40,49,36,20,80,16,58,49,60,93,57,55,46,68,46,70,34,39,98,11,79,55,54,9,94,94,21,33,18,40,54,97,62,81,17,92,18,35,62,61,7,56,60,44,24,12,14,96,73,80,35,85,56,79,88,93,5,56,65,19,24,8,28,41,67,40,86,79,27,63,21,73,44,28,36,97,93,61,25,6,82,97,17,83,75,51,48,67,16,32,90,37,23,70,48,34,61,85,40,79,87,26,41,10,49,23,70,26,42,40,9,22,72,93,2,73,3,94,5,89,59,78,81,50,93,61,82,81,27,70,80,54,96,37,33,43,64,90
234,7,45,2,65,18,89,76,14,27,49,7,43,28,23,93,57,60,5,91,56,22,5,44,91,53,62,81,43,52,70,47,35,8,27,59,45,56,35,40,16,20,88,19,67,61,70,43,93,23,21,53,20,79,17,70,37,90,4,60,91,73,74,29,68,2,56,28,67,82,14,54,43,41,43,80,19,18,65,67,47,54,66,20,99,52,93,18,52,31,76,78,18,87,57,48,84,28,42,29,56,65,40,96,31,39,46,45,14,65,7,51,63,70,3,39,43,15,59,98,45,33,5,74,7,33,6,71,12,33,8,39,5,76,29,30,42,87,47,63,93,29,18,7,88,80,27,91,85,39,84,40,58,66,62,14,47,7,38,72,58,94,85,51,72,68,29,40,53,70,57,68,4,92,39,58,76,15,67,30,86,70,6,53,99,51,82,99,49,28,65,72,15,87,22,58,18,74,74,88,50,11,42,99,55,20,6,73,35,28,24,86,25,35,15,83,82,44,20,63,31,10,26,58,46,83,1,19,94,26,93,23,4,44,42,45,15,74,56,60,6,63,89,75,40,12,67,92,43,90,52,29,48,41,66,42,51,6,84,46,79,71,14,82,62,88,32,61,33,86,97,36,8,12,10,26,67,53,99,2,76,44,85,16,57,9,33,95,10,15,7,44,27,80,34,82,8,52,33,68,5,21,19,15,29,13,17,5,97,1,1,5,24,73,32,71,27,91,84,48,80,8,78,90,37,20,68,39,68,73,81,62,73,44,91,97,59,58,36,11,63,43,98,79,33,6,91,2,70,20,16,95,77,17,37,25,37,13,77,12,62,24,97,18,45,80,29,62,16,11,72,48,88,66,57,69,22,7,48,27,97,22,88,25,49,9,21,82,87,98,35,45,57,32,82,88,8,79,8,47,41
235,34,54,84,90,46,54,96,95,11,44,69,54,21,3,92,11,88,76,76,82,14,58,78,74,49,3,26,56,64,74,1,23,12,58,34,76,14,34,57,24,64,40,19,39,69,22,9,89,75,69,41,79,82,63,76,48,89,35,82,1,48,68,29,37,48,43,15,88,87,20,20,84,33,75,33,26,87,2,50,93,68,47,23,66,35,36,29,20,37,36,96,97,2,36,63,49,93,22,26,72,3,21,68,27,99,72,47,92,24,57,16,49,17,53,80,70,29,5,69,40,61,80,77,22,30,57,30,61,45,3,90,74,33,12,39,41,80,90,99,93,98,68,2,8,11,41,86,28,46,91,1,22,80,26,62,16,1,43,54,63,29,49,11,96,10,19,44,84,99,90,1,9,77,64,18,60,88,57,69,27,28,97,96,36,30,42,61,80,15,38,25,29,76,79,92,80,25,97,35,66,15,20,2,20,61,79,13,42,4,77,53,14,32,31,4,49,68,28,5,4,74,32,41,19,53,86,64,85,4,87,48,14,89,38,92,19,85,38,31,27,8,86,24,52,56,92,5,51,39,88,29,49,72,36,21,3,14,47,78,54,38,40,40,91,65,58,70,3,89,18,21,97,10,17,58,60,82,94,86,1,96,30,53,47,27,39,93,5,32,72,90,95,94,40,27,18,75,61,76,87,28,4,94,16,28,45,77,48,58,50,69,11,5,40,46,62,24,2,87,92,53,54,39,53,69,16,45,29,31,63,56,58,81,25,47,56,54,7,81,94,89,54,97,93,28,47,80,75,63,33,81,22,94,9,66,46,28,96,14,15,32,4,16,20,47,30,15,15,25,54,47,29,16,60,21,74,43,69,31,12,42,77,41,91,70,48,79,53,27,28,96,33,78,59,46,61,98,89,68,77
236,59,59,16,30,13,88,22,75,92,16,23,45,6,41,1,79,45,36,76,62,2,5,80,52,68,72,99,84,57,59,30,10,67,4,1,49,14,35,6,23,57,67,60,39,1,65,83,5,71,65,82,62,80,74,28,80,2,95,21,4,67,59,24,85,65,96,19,39,99,46,68,87,41,38,55,60,47,19,26,28,69,45,88,91,14,16,27,22,7,37,48,61,63,61,48,88,11,36,44,30,10,57,25,96,35,3,86,26,87,58,74,62,95,75,29,92,20,1,17,29,6,15,63,41,52,17,47,6,85,56,59,90,57,36,11,45,31,58,58,36,48,51,29,15,43,30,18,85,83,32,71,50,72,67,47,56,2,34,25,23,13,57,94,34,67,22,46,44,63,80,61,63,36,78,98,22,54,66,38,56,76,94,42,28,51,31,13,17,4,98,82,9,31,78,75,25,17,6,87,54,43,43,73,4,11,35,94,38,18,53,73,5,14,36,8,24,32,18,87,30,3,26,85,6,90,34,24,69,95,37,29,4,92,64,6,12,56,33,26,68,10,42,52,29,59,83,49,2,37,69,7,15,19,40,77,28,14,13,2,67,94,91,97,24,86,40,70,24,28,40,79,26,60,65,41,96,95,26,94,87,55,10,10,30,43,7,36,87,53,33,16,8,65,69,10,18,66,54,29,92,13,41,50,10,62,91,52,83,90,59,60,54,22,5,75,22,50,43,65,62,97,77,45,3,71,45,96,56,4,44,24,12,39,32,63,11,70,35,93,14,48,85,4,88,76,32,21,44,25,95,9,51,82,37,32,79,98,86,46,4,24,67,45,28,33,86,28,42,98,55,58,39,35,24,97,42,86,20,14,3,83,47,42,76,40,79,38,53,97,97,97,75,17,57,73,29,50,77,2,81
237,42,13,43,63,70,4,64,15,97,2,95,48,53,79,82,99,71,13,3,54,8,57,88,94,50,72,89,71,63,64,19,84,99,1,16,21,90,20,91,23,6,19,7,14,98,22,23,1,60,98,76,12,8,68,66,50,50,53,36,69,40,19,20,29,66,59,3,71,38,48,14,40,37,74,73,29,23,62,24,48,12,71,85,70,51,11,54,96,53,91,98,65,89,74,72,56,85,1,60,28,15,18,4,52,13,16,95,11,7,96,7,77,55,74,89,69,10,13,77,63,76,48,4,94,21,61,79,2,18,73,52,20,19,94,16,37,61,15,18,22,57,14,3,65,56,59,73,10,98,78,55,64,22,9,71,76,33,12,59,86,31,25,46,74,71,75,34,14,48,99,73,51,31,73,74,35,70,74,13,45,55,24,41,69,18,91,39,87,12,79,61,51,33,36,5,76,34,72,29,91,95,80,51,96,59,8,36,57,55,7,11,48,40,71,94,68,17,93,97,11,69,55,69,57,54,60,44,11,94,27,31,65,52,55,13,35,15,98,39,25,98,43,55,32,48,63,14,73,86,45,54,92,58,62,38,57,75,83,75,99,87,90,18,77,32,10,63,46,15,21,20,34,49,44,27,23,38,14,52,39,76,98,8,67,70,24,59,82,23,38,2,83,34,99,36,68,15,43,78,28,36,39,25,83,84,64,86,52,22,67,8,16,78,59,2,9,9,15,58,89,81,88,57,86,48,54,41,97,71,76,10,70,3,5,72,42,28,23,34,67,95,12,94,48,50,82,55,67,52,80,67,22,54,10,20,98,21,21,85,74,72,7,81,8,33,77,26,86,93,90,91,71,47,58,65,77,73,63,19,15,25,25,43,7,29,27,57,46,43,62,38,7,47,22,17,90,13,83,18,54
238,60,73,61,69,14,98,8,77,39,42,8,87,72,30,63,60,40,39,73,63,75,72,26,15,29,62,30,63,1,51,9,63,7,76,71,82,17,26,73,61,43,57,1,29,97,68,84,80,94,63,51,27,30,10,40,17,70,27,77,78,12,72,32,18,76,65,37,43,61,8,42,8,37,75,23,92,83,13,12,75,39,97,54,60,84,30,2,72,36,74,17,32,57,12,29,77,36,23,34,11,7,66,94,19,51,50,95,79,85,6,46,57,46,72,44,34,62,21,35,72,57,20,85,79,54,92,35,2,97,48,52,23,30,21,34,98,46,67,87,60,41,8,16,81,62,25,67,66,56,41,50,1,64,60,19,51,28,93,97,38,25,70,22,39,1,33,50,46,5,35,55,20,23,56,74,53,80,24,36,34,53,25,13,57,39,12,71,65,24,74,21,52,23,25,18,75,49,67,31,42,14,63,85,44,31,40,72,94,53,32,85,36,78,79,16,48,50,86,93,70,67,67,99,43,52,80,29,57,77,2,35,90,89,11,89,68,29,11,1,59,26,68,89,38,39,36,85,89,48,93,71,74,89,57,32,89,88,82,48,18,90,78,54,35,51,55,67,76,22,51,9,25,54,46,95,4,76,77,5,91,50,18,15,31,62,1,80,26,88,45,8,2,80,48,94,84,46,38,88,86,64,23,71,84,23,84,71,42,77,95,24,85,70,83,11,5,90,23,6,43,53,52,64,66,85,27,85,92,7,90,3,32,12,80,97,99,44,51,89,4,19,95,63,58,62,65,43,8,5,67,88,61,98,45,20,57,69,51,21,14,29,25,61,49,10,92,82,13,73,84,77,60,68,61,67,41,39,93,16,59,17,38,21,34,81,20,36,24,9,67,88,86,32,62,95,58,93,72,2,58
239,51,29,63,4,15,38,5,6,56,70,18,52,55,86,7,37,58,2,27,87,43,47,30,49,88,92,81,47,85,17,89,96,14,18,33,88,5,61,96,88,96,52,98,33,16,33,57,80,23,96,58,82,68,84,70,65,17,2,12,71,43,58,75,83,68,88,79,14,94,67,63,28,10,37,17,7,81,2,71,3,34,55,83,16,97,60,89,16,19,12,17,25,48,25,3,67,5,95,84,93,72,67,25,58,16,57,97,31,76,43,87,75,62,71,26,56,15,46,3,51,71,25,1,8,57,15,76,56,26,98,2,11,50,15,84,64,83,80,46,79,59,39,99,93,12,79,46,11,50,48,2,4,48,75,52,69,35,69,53,14,47,53,92,39,53,83,40,41,47,21,62,18,96,82,39,79,38,26,98,8,40,7,81,12,10,8,12,73,2,27,48,31,32,69,81,43,67,15,37,20,42,86,22,84,8,82,68,2,3,5,98,23,35,89,5,80,89,53,53,27,45,10,62,24,26,53,73,18,35,83,82,55,11,96,80,92,33,15,16,79,44,73,4,19,76,11,73,56,28,55,50,22,25,82,87,68,25,33,46,11,64,3,92,57,26,77,9,88,96,44,97,59,90,51,76,34,37,41,26,23,80,98,56,44,2,3,7,43,61,59,70,35,99,96,64,40,31,52,11,98,48,98,89,60,71,5,85,72,59,27,68,12,94,78,69,87,87,70,94,83,39,43,72,6,48,32,58,9,96,56,39,38,99,42,67,69,48,63,24,3,78,77,31,64,12,68,97,96,63,51,98,42,74,51,35,39,14,23,11,43,88,33,43,61,79,56,92,42,71,72,9,94,9,34,87,77,48,13,88,48,29,82,14,48,2,41,83,26,23,63,2,88,21,80,2,54,66,36,81,88
240,29,30,39,14,78,15,2,94,66,31,91,62,58,58,5,80,83,95,99,32,6,40,13,33,40,94,89,71,77,90,17,6,61,60,58,76,63,34,35,74,43,30,54,2,52,75,72,31,9,93,42,96,22,40,62,52,42,17,6,3,58,54,98,91,85,68,16,66,42,11,34,58,57,54,68,95,94,67,93,12,23,20,92,11,39,13,44,18,47,63,35,77,23,1,99,76,99,19,51,57,10,32,25,72,98,87,28,78,23,46,43,65,76,39,32,80,30,46,47,37,57,88,24,89,72,16,20,41,66,80,35,12,37,69,91,82,67,75,92,28,7,2,32,25,34,67,36,36,45,84,58,20,71,46,42,90,24,58,76,76,89,55,44,58,23,55,40,2,72,53,11,39,69,77,4,19,68,18,89,95,48,82,40,14,38,16,3,5,46,47,90,91,65,76,25,48,94,15,24,60,65,72,20,36,9,57,29,65,55,26,68,14,48,47,22,59,64,24,27,89,85,13,63,77,63,27,86,59,55,22,13,8,21,95,88,17,8,43,85,93,29,34,82,41,91,11,1,94,94,49,42,74,65,11,32,48,75,50,29,32,63,58,43,33,69,79,44,85,61,60,99,15,58,52,47,40,72,56,55,42,91,51,4,39,23,60,48,79,58,13,77,30,44,77,83,34,43,96,83,66,85,34,70,22,91,59,49,17,54,4,30,3,75,81,68,8,73,9,87,54,6,86,79,99,46,17,47,26,27,68,61,51,64,28,4,1,53,26,71,61,58,8,49,60,95,27,93,78,19,72,3,49,37,63,76,26,36,63,14,9,69,16,5,12,12,39,63,4,81,62,74,99,99,95,72,42,30,43,36,23,67,76,53,24,66,58,94,21,51,66,40,24,12,37,82,19,11,65,55,73
241,84,64,64,33,53,77,73,65,98,48,92,51,84,64,58,12,76,5,93,11,29,38,81,10,70,24,55,43,55,22,22,48,92,38,36,92,62,20,79,64,51,37,45,66,43,75,79,94,31,73,87,69,31,10,52,49,38,76,87,11,11,38,32,16,28,64,29,12,68,18,85,15,25,45,58,62,24,87,27,22,15,51,47,82,79,45,16,92,68,60,60,64,37,1,17,49,13,55,28,2,28,55,43,14,17,90,29,66,46,71,45,5,16,98,90,25,16,55,1,49,29,26,81,82,29,74,56,81,4,79,16,89,80,79,78,96,13,77,47,39,38,87,98,80,5,5,47,56,69,74,81,8,16,34,88,64,57,84,53,33,90,19,29,71,8,31,50,52,96,30,96,15,37,40,42,69,16,73,14,63,39,81,25,44,59,78,84,25,14,66,82,12,6,20,61,66,31,65,38,63,59,7,23,64,86,48,39,9,65,16,41,63,91,14,99,27,63,38,99,20,16,12,67,30,24,7,12,86,66,45,15,50,78,28,89,31,79,24,56,89,71,15,27,30,86,41,45,88,35,7,47,37,34,43,41,87,79,46,33,78,58,14,80,76,97,13,99,40,94,91,26,20,73,37,84,94,26,36,54,79,10,22,70,52,38,89,83,52,11,85,82,10,43,18,91,86,7,45,65,30,69,57,76,1,35,56,7,27,47,29,84,83,66,41,22,29,8,78,31,59,47,84,81,17,88,35,38,65,74,21,89,41,88,86,57,18,85,60,40,78,46,44,54,87,61,60,93,48,65,23,28,76,66,51,49,84,47,91,42,64,47,23,21,16,66,65,3,54,26,86,34,47,48,31,12,48,66,98,39,29,23,41,4,66,33,42,30,57,47,79,30,6,15,28,8,65,98,33,97,25
242,56,62,68,51,35,26,94,4,88,47,33,38,19,4,64,40,22,50,27,69,21,19,4,89,50,80,56,90,11,45,26,59,81,43,76,27,78,2,77,50,8,61,9,6,57,93,39,75,96,87,3,73,32,62,2,98,16,36,60,17,28,50,50,79,40,14,91,18,93,41,14,3,97,52,47,12,40,13,10,26,11,67,11,91,79,33,6,48,65,32,5,56,3,27,46,76,37,29,58,53,57,17,85,54,1,48,99,92,25,33,78,70,79,54,1,27,62,58,78,67,27,68,9,97,10,57,32,14,21,75,28,27,52,57,68,40,56,92,53,71,49,99,28,64,30,44,62,57,61,80,46,67,50,45,41,57,98,13,60,87,70,89,68,67,25,2,72,92,27,7,23,30,34,9,74,67,50,35,82,85,19,66,67,92,3,24,57,22,74,88,91,11,66,20,43,76,59,43,52,86,74,82,53,64,89,83,53,25,1,85,66,62,78,53,8,39,89,53,54,52,5,81,89,12,53,74,23,11,78,90,82,18,77,99,63,53,14,78,7,66,90,69,84,49,83,70,22,24,63,28,73,90,81,74,57,81,98,67,37,95,89,85,10,90,72,32,87,47,44,9,24,22,83,44,12,98,89,80,25,41,53,21,44,21,18,31,34,20,73,1,12,19,75,16,37,53,22,13,46,71,86,30,41,34,5,52,4,15,22,75,70,30,81,80,21,26,70,54,26,1,21,93,52,32,92,49,73,91,63,61,16,73,81,39,77,64,82,49,85,84,77,39,49,50,80,42,66,5,16,22,26,38,6,54,95,89,54,61,73,74,23,96,83,93,98,1,81,75,15,44,47,3,12,88,99,92,30,8,89,85,18,12,66,16,54,13,10,85,73,18,50,53,10,18,5,3,28,51,94,91
243,36,65,27,95,26,86,13,84,60,13,32,48,89,17,71,13,32,56,21,69,30,64,11,80,78,97,8,95,99,53,69,98,5,6,81,74,79,76,95,89,42,55,87,40,35,65,88,65,43,67,31,67,46,1,96,75,90,19,73,79,8,67,49,94,55,24,60,69,59,44,97,18,1,49,25,63,6,70,36,69,16,63,84,73,28,98,34,51,81,81,65,2,59,75,72,36,31,68,19,33,18,45,39,4,64,94,47,1,29,58,83,90,1,42,83,8,77,88,81,1,45,39,39,74,78,16,93,87,60,16,76,16,47,8,62,92,32,47,86,81,33,88,85,52,10,37,3,17,69,49,64,59,40,60,25,24,29,78,48,76,28,48,57,67,11,16,26,62,86,62,51,92,21,76,56,52,54,77,3,90,2,34,36,52,82,96,43,22,88,15,41,13,16,41,44,29,5,37,39,25,81,3,9,99,51,68,47,72,47,6,87,89,97,34,41,24,81,11,58,28,30,41,78,69,6,99,10,23,99,76,95,64,17,23,88,67,96,40,92,9,26,54,49,53,74,45,16,2,89,23,12,47,36,52,19,37,17,50,95,46,25,60,87,95,21,25,54,51,72,97,94,78,13,53,69,48,19,88,36,82,49,48,58,15,97,93,4,3,54,42,67,32,65,80,53,48,85,25,50,78,33,81,94,83,64,6,75,41,35,71,51,85,3,37,89,32,70,46,23,41,51,78,16,39,6,8,23,47,67,34,88,27,17,87,35,64,26,65,94,56,21,63,40,37,75,26,28,73,17,75,26,37,59,59,74,21,37,98,25,30,62,8,80,99,48,22,99,91,16,49,5,2,50,35,83,41,89,78,11,38,7,58,57,33,9,56,34,37,73,79,43,47,51,53,52,90,3,48,30,47
244,23,19,46,45,63,10,40,89,61,56,85,37,98,36,38,68,49,44,94,38,82,91,12,87,92,1,21,70,74,9,69,57,20,68,41,34,27,46,63,25,57,51,31,27,83,20,65,63,9,18,21,45,6,88,4,67,3,20,83,27,49,70,47,67,96,51,6,35,71,17,60,12,36,7,93,54,59,97,54,49,23,45,69,52,53,65,80,28,55,8,13,27,1,92,99,31,38,76,89,52,84,14,9,58,72,19,44,39,34,77,61,4,51,53,35,65,64,12,8,59,20,45,44,13,45,85,11,44,76,15,77,87,46,85,10,60,45,28,3,36,46,41,3,94,11,31,81,53,72,78,50,19,75,86,2,11,82,57,71,30,23,85,67,26,90,76,41,83,83,25,66,97,64,29,72,58,15,32,93,61,37,47,37,12,54,56,41,63,29,79,49,59,34,73,45,52,92,88,12,45,33,31,98,74,27,76,93,50,13,5,92,25,16,20,32,21,70,44,9,45,56,76,80,96,76,56,38,73,88,53,84,27,48,39,63,5,9,52,23,4,74,50,98,24,40,67,2,84,56,52,32,2,52,20,66,81,33,41,40,68,3,31,77,20,82,26,85,44,18,83,64,23,99,23,52,32,62,39,14,18,68,48,55,84,25,31,18,50,45,86,76,99,26,38,74,72,59,16,6,11,49,26,72,38,77,27,10,87,47,68,7,39,25,78,61,60,60,45,42,10,26,46,31,51,81,57,75,39,57,76,88,20,5,92,93,23,14,4,39,5,14,74,22,30,19,13,31,60,13,93,99,25,70,10,64,23,45,45,2,18,51,15,22,58,15,25,15,54,82,16,75,15,8,71,18,14,75,22,88,23,44,89,33,36,21,41,58,54,36,77,80,57,22,50,16,75,46,65,75,77
245,55,60,94,12,2,17,34,35,32,7,4,67,55,93,94,83,33,84,99,6,74,59,14,99,64,81,3,29,56,78,74,13,67,69,67,46,31,84,98,14,26,70,95,80,2,27,1,18,41,68,49,17,84,93,28,12,44,60,37,54,25,52,13,20,54,94,1,59,21,45,23,32,7,41,7,55,6,6,37,67,42,93,90,93,93,91,76,2,12,84,84,30,23,52,33,25,14,44,52,48,38,15,41,17,45,8,98,85,70,4,62,22,62,4,48,71,5,77,82,78,15,59,37,7,17,12,31,96,77,86,32,53,79,94,39,45,33,12,10,43,34,87,4,54,53,91,45,14,82,42,94,49,56,28,20,66,99,49,71,28,45,63,3,78,61,65,26,32,4,35,30,91,30,66,5,49,68,19,40,11,62,7,71,46,3,38,8,81,91,43,97,5,39,15,29,35,61,78,50,16,78,79,77,17,14,2,63,42,29,15,74,11,88,47,93,9,80,46,77,31,13,73,34,22,49,95,38,80,21,88,12,4,2,51,46,24,30,85,64,12,35,23,83,41,50,6,16,63,20,13,83,59,57,69,54,77,73,32,54,55,10,52,49,16,54,1,66,54,53,6,63,86,15,65,55,52,11,8,76,53,83,92,18,60,67,24,66,98,95,25,79,43,64,17,9,22,28,67,22,54,11,7,43,97,45,55,73,37,73,79,14,46,18,59,60,27,40,38,98,43,67,9,3,43,31,85,83,60,6,3,11,97,23,89,1,97,69,71,40,9,94,18,97,3,59,68,42,88,45,3,47,38,75,93,79,23,69,50,12,19,53,68,9,39,7,78,29,10,18,88,28,32,59,61,59,29,93,24,12,94,73,50,77,59,67,83,15,33,38,7,53,49,76,63,3,73,20,93,6,8
246,48,53,83,18,65,7,81,63,10,50,44,58,12,22,72,82,46,1,49,36,4,69,51,42,17,23,63,20,60,78,30,50,50,1,11,18,92,50,58,60,12,16,95,18,72,15,21,94,69,14,82,91,68,14,40,98,21,25,74,41,74,58,1,55,13,56,87,22,41,37,87,3,65,85,54,98,6,59,73,60,77,68,22,38,9,30,49,70,33,29,60,55,14,71,99,79,52,73,4,2,59,2,92,75,31,75,4,15,86,36,4,34,21,9,22,66,65,55,26,86,49,44,8,25,21,77,83,32,52,99,64,65,42,75,68,10,23,77,35,94,49,14,25,38,38,10,62,85,95,94,74,4,55,93,83,20,28,5,68,7,12,63,58,46,8,63,73,77,40,2,22,28,83,16,7,35,57,31,17,46,59,85,17,14,43,70,6,38,44,52,62,43,69,70,26,35,47,85,1,82,27,54,16,7,46,16,51,13,59,99,23,12,92,35,51,78,48,81,97,10,63,19,67,26,72,82,15,47,18,22,38,85,84,23,74,20,83,13,69,42,16,27,88,13,25,16,69,54,12,88,42,98,60,50,31,72,51,70,25,22,76,19,39,17,89,31,88,67,59,23,34,65,26,85,12,50,17,99,88,86,92,83,2,52,86,38,96,87,78,62,53,67,7,69,69,34,76,13,92,37,79,62,51,8,85,3,66,33,22,17,1,21,51,20,17,31,80,3,43,71,21,26,81,37,52,50,47,38,26,40,21,43,57,23,48,18,11,52,84,54,19,73,89,80,90,1,97,64,25,24,14,86,79,41,81,32,71,93,52,22,96,49,42,59,50,59,15,74,59,48,55,99,91,7,49,88,39,93,25,83,49,22,21,75,23,79,13,96,69,65,20,53,28,56,26,6,24,4,33,16
247,8,17,90,92,76,69,62,80,27,61,64,83,48,79,88,70,1,49,67,47,95,97,15,80,72,57,64,69,50,19,51,32,15,80,5,71,48,82,73,81,87,5,50,40,6,58,78,65,62,1,85,94,19,12,36,35,68,28,5,53,46,42,94,1,38,71,14,47,71,13,75,64,7,82,62,48,68,1,24,83,48,98,41,47,56,60,45,60,45,39,99,51,21,33,63,52,12,63,81,70,73,34,1,94,39,33,18,24,53,34,15,15,43,98,84,27,75,36,91,92,6,56,42,13,57,63,49,60,30,16,80,36,98,9,96,38,46,39,53,89,52,1,34,33,74,43,71,57,99,84,97,60,85,55,34,27,68,28,91,25,96,19,10,93,71,65,98,21,57,76,1,13,75,62,20,95,7,43,25,28,51,93,12,96,90,58,63,21,20,2,43,87,53,42,26,82,36,95,88,52,93,58,61,79,12,1,99,66,10,5,34,53,4,28,2,88,90,47,98,4,78,73,15,66,94,75,44,6,86,94,55,46,1,63,59,31,97,99,18,59,62,6,61,37,44,96,12,24,69,18,14,48,3,28,3,33,64,66,25,72,76,55,49,34,62,70,48,50,21,51,27,8,62,95,4,97,63,30,18,72,49,35,54,52,91,77,7,76,58,16,51,16,9,56,23,75,17,50,81,79,42,91,6,1,82,64,23,48,68,48,82,76,45,12,65,4,3,7,87,35,30,60,40,13,10,17,90,30,72,14,18,24,91,35,83,17,39,62,50,30,28,63,92,64,73,61,11,82,31,31,38,65,74,94,90,89,1,91,36,34,17,1,74,77,2,36,54,17,73,56,20,93,7,37,41,13,32,35,14,31,30,15,6,74,9,25,23,21,12,81,40,61,80,49,78,6,97,39,48,17
248,73,59,48,4,71,65,46,68,2,38,37,58,17,19,55,30,45,89,78,2,55,27,34,8,61,90,95,61,82,24,71,85,10,43,51,92,99,32,92,88,23,15,21,31,89,16,75,31,60,67,30,86,38,58,56,26,7,97,39,96,63,77,91,55,51,82,8,89,52,17,23,93,88,80,39,4,66,3,65,27,73,34,11,62,11,18,67,32,39,40,54,28,47,73,61,66,62,44,17,60,71,94,66,95,53,75,55,37,30,55,88,65,72,51,43,18,21,61,16,2,92,98,50,91,72,80,28,60,28,90,22,12,39,55,34,64,48,79,92,14,34,22,49,42,15,19,92,93,74,27,74,8,77,74,5,52,47,83,11,63,97,76,34,48,22,23,77,20,20,33,76,43,63,37,92,81,15,39,6,36,77,52,34,14,80,86,83,53,61,39,6,39,49,78,8,7,57,17,29,98,12,82,82,76,91,53,45,73,78,25,38,2,35,72,70,92,64,80,64,83,9,71,29,90,30,62,85,15,19,44,38,29,77,52,46,3,18,44,61,58,61,76,92,58,55,17,81,29,61,27,97,19,36,96,74,95,78,87,75,71,28,52,91,6,83,9,9,82,86,97,38,46,6,75,77,98,20,69,5,84,75,4,54,41,50,88,11,74,51,72,11,31,69,97,52,98,78,22,1,90,42,95,38,51,94,2,41,48,48,75,4,22,26,33,53,5,9,86,12,57,3,9,12,59,81,3,32,88,31,76,3,73,10,99,6,69,39,58,46,52,11,77,62,45,70,43,93,18,40,89,93,21,73,58,28,14,73,45,83,92,2,78,54,73,42,67,5,91,51,26,40,10,65,35,23,90,13,33,69,53,55,88,36,29,43,33,83,18,45,55,34,23,82,35,21,12,59,35,28,73
